"wdpa_id","screenname","status","stage","name_en","threat_category","threat_sub_category","potential_threat","rating","inside_site","outside_site","assessment_cycle"
"900006","mizuki","Completed","Assessment","Maloti-Drakensberg Park","Pollution","Air Pollution","Fallout of pollutants (acid rain) from coal fired power stations to the north (Mpumulanga province) carried by high altitude winds","Data Deficient","1","1","2017"
"12203","elena","In Progress","Assessment","Iguaçu National Park","Transportation and Service Corridors","Roads/ Railroads","Pressure to re-open the “Estrada do Colono”","Very High Threat","0","0","2017"
"10901","elena","In Progress","Assessment","Iguazú National Park","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Increased rainfall","Data Deficient","1","1","2017"
"17757","elena","In Progress","Assessment","Wet Tropics of Queensland","Human Intrusions and Disturbance","Tourism/ visitors/ recreation",".continuing high levels of tourism","Low Threat","1","0","2017"
"168239","elenaperez","Completed","Assessment","New Zealand Sub-Antarctic Islands","Human Intrusions and Disturbance","Other Activities","Possible relaxing of restrictions on helicopter access","Very Low Threat","1","0","2017"
"68915","elena","In Progress","Assessment","Shirakami-Sanchi","Transportation and Service Corridors","Flight Paths","Military aircraft overflight","Very Low Threat","1","0","2017"
"68915","elena","In Progress","Assessment","Shirakami-Sanchi","Invasive and Other Problematic Species and Genes","Hyper-Abundant Species","Hyper-Abundant Species","Low Threat","0","1","2017"
"68915","elena","In Progress","Assessment","Shirakami-Sanchi","Geological Events","Earthquakes/ Tsunamis","Mountainous landscape vulnerable to earthquakes damage, particularly landslides","Very Low Threat","1","1","2017"
"68915","elena","In Progress","Assessment","Shirakami-Sanchi","Climate Change and Severe Weather","Temperature extremes","Climate change","Data Deficient","1","1","2017"
"68915","elena","In Progress","Assessment","Shirakami-Sanchi","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Opening up for greater level of tourism","Very Low Threat","1","0","2017"
"900006","mizuki","Completed","Assessment","Maloti-Drakensberg Park","Energy Production and Mining","Renewable Energy","Two wind farms being planned near western boundary with Lesotho","Very High Threat","1","1","2017"
"900006","mizuki","Completed","Assessment","Maloti-Drakensberg Park","Social/ Cultural Changes","Identity/ Social Cohesion/ Changes in local population and community","Population increase and densification of settlements in surrounding areas of communal land","Data Deficient","1","1","2017"
"198299","naomi","Completed","Assessment","Puerto-Princesa Subterranean River National Park","Agriculture and Aquaculture","Livestock Farming / Grazing","Agricultural expansion at the edges of the property","Low Threat","0","1","2017"
"198299","naomi","Completed","Assessment","Puerto-Princesa Subterranean River National Park","Agriculture and Aquaculture","Crops","Agricultural expansion at the edges of the property","Low Threat","0","1","2017"
"198299","naomi","Completed","Assessment","Puerto-Princesa Subterranean River National Park","Agriculture and Aquaculture","Crop production","Agricultural expansion at the edges of the property","Low Threat","0","1","2017"
"67724","elena","In Progress","Assessment","Shark Bay, Western Australia","Energy Production and Mining","Oil/ Gas exploration/development","Existing petroleum exploration permits","Very Low Threat","1","1","2017"
"67724","elena","In Progress","Assessment","Shark Bay, Western Australia","Pollution","Water Pollution","Pollution","Low Threat","1","1","2017"
"67724","elena","In Progress","Assessment","Shark Bay, Western Australia","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Fishing","Low Threat","1","1","2017"
"9614","elena","In Progress","Assessment","Sangay National Park","Natural System Modifications","Dams/ Water Management or Use","New dams","High Threat","1","1","2017"
"9614","elena","In Progress","Assessment","Sangay National Park","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","1","2017"
"68918","elena","In Progress","Assessment","Whale Sanctuary of El Vizcaíno","Climate Change and Severe Weather","Temperature extremes","Climate change","Very High Threat","1","0","2017"
"68918","elena","In Progress","Assessment","Whale Sanctuary of El Vizcaíno","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Inappropriate tourism development","High Threat","1","0","2017"
"68918","elena","In Progress","Assessment","Whale Sanctuary of El Vizcaíno","Other","Other","Accidental discharge of brine from salt works","High Threat","1","0","2017"
"68918","elena","In Progress","Assessment","Whale Sanctuary of El Vizcaíno","Energy Production and Mining","Oil/ Gas exploration/development","Oil, gas, and geothermal exploration and extraction, and mining","High Threat","1","0","2017"
"67724","elena","In Progress","Assessment","Shark Bay, Western Australia","Natural System Modifications","Fire/ Fire Suppression","Fire risks","High Threat","1","1","2017"
"67724","elena","In Progress","Assessment","Shark Bay, Western Australia","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Invasive species","High Threat","1","1","2017"
"900883","bernard","In Progress","Assessment","Phong Nha-Ke Bang National Park","Transportation and Service Corridors","Roads/ Railroads","Road construction","Data Deficient","1","0","2017"
"900889","bernard","In Progress","Assessment","Ha Long Bay","Climate Change and Severe Weather","Ocean acidification","Climate Change & Severe Weather - Chemical changes to oceanic waters","Data Deficient","1","0","2017"
"900889","bernard","In Progress","Assessment","Ha Long Bay","Residential and Commercial Development","Commercial/ Industrial Areas","Cumulative impacts of potential further urban and/or industrial development, including transportation corridors.","Low Threat","1","0","2017"
"900889","bernard","In Progress","Assessment","Ha Long Bay","Transportation and Service Corridors","Roads/ Railroads","Cumulative impacts of potential further urban and/or industrial development, including transportation corridors.","Low Threat","1","0","2017"
"900889","bernard","In Progress","Assessment","Ha Long Bay","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Potential inappropriate tourism developments","High Threat","1","0","2017"
"2015","elenaperez","Completed","Assessment","Natural and Cultural Heritage of the Ohrid region","Transportation and Service Corridors","Shipping Lanes","Increasing number of leisure motorboats and excursion boats on the lake","Low Threat","1","0","2017"
"2015","elenaperez","Completed","Assessment","Natural and Cultural Heritage of the Ohrid region","Transportation and Service Corridors","Roads/ Railroads","Road A3 planned from Ohrid to Sveti Naum","High Threat","1","1","2017"
"168242","bernard","Completed","Assessment","East Rennell","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Invasive Giant African Land Snails","Data Deficient","1","1","2017"
"2575","andreabyrom","In Progress","Assessment","Serengeti National Park","Transportation and Service Corridors","Roads/ Railroads","Development of road and other infrastructure corridors","Very High Threat","1","0","2017"
"2575","andreabyrom","In Progress","Assessment","Serengeti National Park","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Change of land-use in adjacent areas","Low Threat","1","0","2017"
"2575","andreabyrom","In Progress","Assessment","Serengeti National Park","Climate Change and Severe Weather","Droughts","Climate change","Data Deficient","1","0","2017"
"2575","andreabyrom","In Progress","Assessment","Serengeti National Park","Transportation and Service Corridors","Flight Paths","Airport development project","Data Deficient","0","1","2017"
"17759","alisonwoodley","Completed","Assessment","Gros Morne National Park","Energy Production and Mining","Oil/ Gas exploration/development","Oil exploration","High Threat","0","1","2017"
"68916","elena","In Progress","Assessment","Yakushima","Invasive and Other Problematic Species and Genes","Hyper-Abundant Species","Deer population may be over-abundant","Data Deficient","1","0","2017"
"900631","elenaperez","Completed","Assessment","Brazilian Atlantic Islands: Fernando de Noronha and Atol das Rocas Reserves","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","1","2017"
"18863","elena","In Progress","Assessment","Mount Athos","Energy Production and Mining","Mining/ Quarrying","Potential impacts from large-scale gold mining activity in case of accident","High Threat","0","1","2017"
"18863","elena","In Progress","Assessment","Mount Athos","Energy Production and Mining","Renewable Energy","Strong demand for the installation of photovoltaic parks with potential impacts on the landscape","Low Threat","1","0","2017"
"145585","margaretgichuhi","Completed","Assessment","Mount Kenya National Park/Natural Forest","Transportation and Service Corridors","Utility / Service Lines","Power lines","Low Threat","1","0","2017"
